block_id,game,speaker_canon,register,register_source,p_narration,n_words,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
Defiance|228,Defiance,Moebius,dialogue,constraint,NA,18,1,0,1,1,0,0,0,0
Defiance|230,Defiance,Moebius,dialogue,constraint,NA,100,3,8,2,4,3,2,2,5
Defiance|232,Defiance,Moebius,dialogue,model,0.1426,39,1,1,0,1,1,1,0,3
Defiance|234,Defiance,Janos Audron,dialogue,model,0.0179,2,0,0,0,0,0,0,0,0
Defiance|235,Defiance,Janos Audron,dialogue,model,0.0397,16,0,1,0,0,1,0,0,1
Defiance|237,Defiance,Janos Audron,dialogue,model,0.146,5,0,0,0,0,0,0,0,0
Defiance|239,Defiance,Janos Audron,dialogue,model,0.1255,6,0,1,1,0,0,0,0,0
Defiance|241,Defiance,Janos Audron,dialogue,model,0.0807,30,3,3,3,1,1,1,0,1
Defiance|243,Defiance,Janos Audron,dialogue,model,0.1056,4,0,0,0,0,0,0,0,0
Defiance|245,Defiance,Janos Audron,dialogue,model,0.0246,14,0,1,0,0,0,0,0,1
Defiance|247,Defiance,Janos Audron,dialogue,model,0.1688,45,2,1,1,1,0,1,0,1
Defiance|249,Defiance,Janos Audron,dialogue,constraint,0.8294,26,3,1,2,5,0,2,0,1
Defiance|251,Defiance,Janos Audron,dialogue,constraint,0.7189,20,1,0,1,0,0,1,0,0
Defiance|252,Defiance,Janos Audron,dialogue,constraint,NA,17,0,3,1,3,0,2,1,0
Defiance|254,Defiance,Janos Audron,dialogue,constraint,0.7731,27,0,2,0,0,1,0,1,4
Defiance|256,Defiance,Janos Audron,dialogue,model,0.1006,5,0,1,0,0,0,0,0,0
Defiance|258,Defiance,Janos Audron,dialogue,constraint,0.8456,27,2,3,0,2,0,3,2,0
Defiance|260,Defiance,Janos Audron,dialogue,constraint,0.6505,17,2,1,3,2,0,2,1,0
Defiance|262,Defiance,Janos Audron,dialogue,constraint,0.9057,34,3,2,1,4,1,4,0,1
Defiance|264,Defiance,Janos Audron,dialogue,constraint,0.9819,89,3,5,1,3,5,4,2,3
Defiance|266,Defiance,Janos Audron,dialogue,model,0.3199,68,0,3,0,0,1,0,0,0
Defiance|268,Defiance,Janos Audron,dialogue,model,0.0022,5,0,0,0,0,0,0,0,0
Defiance|269,Defiance,Ariel,dialogue,constraint,0.6705,18,0,0,0,0,1,0,0,1
Defiance|271,Defiance,Ariel,dialogue,constraint,0.9638,65,0,0,0,0,0,0,0,1
Defiance|272,Defiance,Ariel,dialogue,model,0.1265,38,2,1,0,2,0,0,0,0
Defiance|275,Defiance,Janos Audron,dialogue,model,0.1455,7,1,1,0,1,0,2,0,0
Defiance|276,Defiance,Janos Audron,dialogue,model,0.0388,20,0,2,0,0,1,0,1,1
Defiance|277,Defiance,Janos Audron,dialogue,model,0.0278,2,0,1,0,1,1,0,0,1
Defiance|278,Defiance,Janos Audron,dialogue,model,0.0014,3,0,0,0,0,0,0,0,0
Defiance|280,Defiance,Janos Audron,dialogue,model,0.0319,18,0,1,0,1,0,1,0,0
Defiance|282,Defiance,Janos Audron,dialogue,model,0.1938,6,0,0,0,0,0,0,0,0
Defiance|283,Defiance,Elder God,dialogue,model,0.0168,15,0,0,0,1,0,1,0,0
Defiance|285,Defiance,Elder God,dialogue,model,0.0562,20,2,0,2,2,0,0,0,1
Defiance|287,Defiance,Elder God,dialogue,model,0.1068,33,0,2,0,0,0,0,0,0
Defiance|289,Defiance,Elder God,dialogue,model,0.0084,11,0,0,0,0,0,0,0,0
Defiance|291,Defiance,Elder God,dialogue,model,0.1858,45,0,3,0,0,3,2,1,4
Defiance|301,Defiance,Moebius,dialogue,constraint,NA,15,1,1,1,0,0,1,0,0
Defiance|302,Defiance,Moebius,dialogue,model,0.334,10,1,2,1,1,1,1,1,1
Defiance|304,Defiance,Moebius,dialogue,model,0.0022,1,0,0,0,0,0,0,0,0
Defiance|307,Defiance,Moebius,dialogue,model,0.0639,4,0,0,0,0,0,0,0,0
Defiance|310,Defiance,Moebius,dialogue,model,0.0106,11,0,0,0,2,0,2,0,0
Defiance|312,Defiance,Moebius,dialogue,model,0.0173,15,1,1,1,1,0,1,1,1
Defiance|314,Defiance,Moebius,dialogue,constraint,0.6635,21,0,0,0,1,0,1,0,1
Defiance|315,Defiance,Moebius,dialogue,model,0.0531,22,0,1,0,0,1,0,2,2
Defiance|317,Defiance,Moebius,dialogue,model,0.0686,3,0,1,0,1,1,0,0,1
Defiance|320,Defiance,Elder God,dialogue,model,0.142,36,1,2,0,1,1,0,1,2
Defiance|322,Defiance,Elder God,dialogue,model,0.0236,15,0,1,0,1,1,0,0,0
Defiance|324,Defiance,Elder God,dialogue,model,0.1413,39,2,1,1,3,0,2,1,0
Defiance|325,Defiance,Janos Audron,dialogue,model,0.0686,3,1,0,0,1,0,0,0,0
Defiance|327,Defiance,Ariel,dialogue,model,0.0062,9,0,0,0,0,0,0,0,0
Defiance|331,Defiance,Ariel,dialogue,constraint,NA,13,1,1,0,1,0,0,0,0
Defiance|332,Defiance,Elder God,dialogue,model,0.1429,6,1,1,1,2,0,1,0,0
Defiance|333,Defiance,Moebius,dialogue,model,0.0168,1,0,0,0,0,0,0,0,0
Defiance|335,Defiance,Moebius,dialogue,model,0.0386,2,0,0,0,0,0,0,0,0
Defiance|344,Defiance,Elder God,dialogue,model,0.0076,8,0,0,0,0,0,0,0,0
Defiance|346,Defiance,Elder God,dialogue,constraint,0.7672,27,1,1,1,1,0,1,1,0
Defiance|347,Defiance,Elder God,dialogue,model,0.164,42,1,1,1,2,0,3,0,0
Defiance|350,Defiance,Elder God,dialogue,model,9e-4,4,0,0,0,0,0,0,0,0
Defiance|352,Defiance,Elder God,dialogue,model,0.1446,40,0,1,3,1,2,3,1,2
